ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status
143,Tamil Nadu,Chennai,Anna Nagar,Apartment,5,1788,140.87,7878.81,2009,Semi Furnished,14,23,15,3,2,3,3,Gated Community,"Gym, Clubhouse, Playground, Swimming Pool, Garden, Library",North-East,Builder,Under Construction
144,Gujarat,Ahmedabad,Satellite,Apartment,2,773,28.68,3709.68,2015,Fully Furnished,18,31,9,5,6,4,3,Security Guard,"Library, Swimming Pool, Playground",North-West,Individual,Available
145,Punjab,Chandigarh,Sector 17,Apartment,3,1318,70.0,5310.98,2000,Semi Furnished,27,30,24,9,7,8,1,Security Guard,"Library, Gym",East,Builder,Available
146,Telangana,Hyderabad,Kukatpally,Studio,3,1017,48.06,4725.48,2009,Fully Furnished,17,23,15,7,4,7,2,CCTV,"Clubhouse, Swimming Pool",East,Builder,Sold
147,Madhya Pradesh,Bhopal,Kolar Road,Villa,2,779,19.96,2561.97,1990,Fully Furnished,16,21,34,,4,7,1,CCTV,"Swimming Pool, Gym, Garden, Library, Playground, Clubhouse",South-West,Builder,Available
148,Madhya Pradesh,Bhopal,MP Nagar,Penthouse,1,374,10.0,2581.06,2002,Semi Furnished,20,22,22,7,6,1,1,Gated Community,"Swimming Pool, Garden, Gym, Playground, Library",South-East,Builder,Under Construction
149,Gujarat,Ahmedabad,Motera,Apartment,1,310,13.79,4447.31,2002,Fully Furnished,0,1,22,2,2,2,0,Security Guard,"Library, Clubhouse, Swimming Pool, Playground",South-West,Agent,Available
150,Haryana,Gurgaon,Sohna Road,Villa,2,805,58.42,7257.21,2003,Semi Furnished,22,35,21,3,2,3,1,Gated Community,None,North,Individual,Under Construction
151,Maharashtra,Pune,Viman Nagar,House,1,336,20.79,6186.73,2001,Semi Furnished,18,30,23,0,7,1,2,Security Guard,"Swimming Pool, Library",North-West,Builder,Under Construction
152,Maharashtra,Nagpur,Manish Nagar,Apartment,3,1345,51.88,3857.12,2023,Semi Furnished,16,31,1,3,6,9,1,CCTV,"Swimming Pool, Gym, Garden, Clubhouse, Playground",South,Agent,Under Construction
153,Madhya Pradesh,Bhopal,Misrod,Apartment,5,2079,76.18,3664.3,2016,Semi Furnished,19,31,8,,3,9,1,Gated Community,"Swimming Pool, Gym",East,Individual,Available
154,Karnataka,Mysore,Vijayanagar,Villa,1,372,16.5,4434.36,2001,Fully Furnished,28,44,23,1,6,5,2,None,"Clubhouse, Gym",South-East,Agent,Available
155,Madhya Pradesh,Bhopal,Misrod,Villa,2,809,33.8,4178.18,1990,Semi Furnished,4,15,34,0,1,4,2,CCTV,None,West,Builder,Available
156,Madhya Pradesh,Bhopal,Hoshangabad Road,House,1,341,10.0,2104.47,2015,Fully Furnished,5,22,9,4,3,3,0,None,"Swimming Pool, Garden, Gym, Playground, Library, Clubhouse",,Builder,Available
157,Madhya Pradesh,Bhopal,Misrod,House,2,1000,35.1,3509.58,2010,Unfurnished,23,39,14,7,6,9,2,Security Guard,"Library, Playground, Swimming Pool, Garden, Clubhouse, Gym",South,Individual,Sold
158,Maharashtra,Pune,Wakad,House,2,867,76.58,8832.85,2021,Fully Furnished,9,12,3,7,2,2,2,Security Guard,None,South-West,Agent,Available
159,Maharashtra,Pune,Baner,Villa,2,779,59.43,7629.13,2014,Fully Furnished,26,39,10,8,4,8,0,CCTV,"Clubhouse, Gym, Library, Swimming Pool, Garden",South-East,Builder,Sold
160,Karnataka,Mysore,Kuvempunagar,Apartment,4,1665,88.26,5301.1,2001,,28,43,23,7,1,7,0,Gated Community,"Clubhouse, Swimming Pool, Garden, Library, Gym, Playground",West,Agent,Available
161,Maharashtra,Mumbai,Dadar,Apartment,2,1083,109.48,10109.32,2014,Semi Furnished,20,30,10,6,4,2,0,Gated Community,"Playground, Library, Gym, Swimming Pool, Garden, Clubhouse",South-West,Builder,Under Construction
162,Maharashtra,Mumbai,Bandra,House,3,1097,215.33,19629.09,2015,Unfurnished,27,30,9,0,2,3,3,CCTV,"Swimming Pool, Library, Playground, Garden, Gym",North,Builder,Available
163,Maharashtra,Pune,Viman Nagar,Studio,2,932,78.67,8440.62,2005,Unfurnished,0,9,19,9,6,2,2,Gated Community,"Swimming Pool, Clubhouse",South,Builder,Available
164,Gujarat,Ahmedabad,Bopal,Apartment,1,462,21.62,4679.46,2003,,19,33,21,0,6,3,1,CCTV,"Library, Clubhouse",North-West,Agent,Under Construction
165,Delhi,Delhi,Pitampura,Apartment,4,1567,177.27,11312.97,2023,Unfurnished,18,23,1,7,3,4,1,None,"Swimming Pool, Library, Clubhouse, Garden",East,Builder,Under Construction
166,Karnataka,Bangalore,HSR Layout,Apartment,1,300,24.87,8289.89,2013,Semi Furnished,23,34,11,4,6,5,3,None,"Clubhouse, Garden, Gym, Library, Playground",South-West,Individual,Under Construction
167,West Bengal,Kolkata,Alipore,Apartment,5,2128,144.57,6793.64,1997,Fully Furnished,6,11,27,5,7,2,1,CCTV,"Clubhouse, Playground",North-West,Builder,Available
168,Madhya Pradesh,Bhopal,Misrod,Apartment,2,843,30.89,3663.98,2016,Fully Furnished,18,20,8,3,6,7,2,CCTV,"Gym, Swimming Pool, Clubhouse, Library, Playground",South-West,Agent,Available
169,Delhi,Delhi,Rohini,Villa,3,1416,91.22,6442.08,2002,Unfurnished,28,28,22,3,1,4,3,CCTV,"Library, Clubhouse, Playground",South-East,Individual,Sold
170,Karnataka,Mysore,Hebbal,Apartment,5,2175,160.13,7362.48,2018,Fully Furnished,9,16,6,9,5,1,0,Gated Community,"Library, Gym, Garden, Clubhouse",North,Builder,Under Construction
171,Maharashtra,Pune,Kothrud,House,2,845,64.51,7633.82,2020,Semi Furnished,16,31,4,8,3,4,3,Gated Community,"Playground, Clubhouse, Garden, Gym",East,Individual,Under Construction
172,Delhi,Delhi,Dwarka,House,2,691,68.45,9905.74,2008,Unfurnished,0,4,16,7,1,9,1,Gated Community,Gym,North-West,Builder,Available
173,West Bengal,Kolkata,Behala,Penthouse,3,1508,85.95,5699.4,1999,Semi Furnished,10,16,25,3,5,5,3,None,None,North,Individual,Under Construction
174,Kerala,Kochi,Marine Drive,Apartment,1,307,10.22,3329.31,2023,Semi Furnished,19,24,1,6,5,2,1,Security Guard,"Library, Swimming Pool, Playground, Gym, Garden, Clubhouse",East,Builder,Under Construction
175,Kerala,Kochi,Aluva,Villa,3,1324,45.45,3432.87,1990,Semi Furnished,4,14,34,7,,6,1,Gated Community,None,North-East,Agent,Available
176,Maharashtra,Mumbai,Juhu,Apartment,1,300,45.64,15213.33,2008,Fully Furnished,6,15,16,6,0,7,0,Security Guard,None,South,Builder,Available
177,Telangana,Hyderabad,Madhapur,Apartment,2,1035,61.64,5955.25,1990,Unfurnished,13,21,34,4,1,2,2,None,"Swimming Pool, Clubhouse",North-East,Builder,Under Construction
178,Delhi,Delhi,Vasant Kunj,Villa,2,494,47.72,9659.13,2013,Unfurnished,0,1,11,9,6,2,0,Security Guard,"Swimming Pool, Clubhouse",North-West,Builder,Sold
179,Kerala,Kochi,Kakkanad,House,4,1552,92.02,5929.03,2014,Semi Furnished,3,7,10,0,2,3,2,Gated Community,"Gym, Garden, Clubhouse, Playground, Swimming Pool",South-West,Builder,Under Construction
180,Maharashtra,Nagpur,Sadar,Apartment,2,640,22.76,3556.6,1993,Unfurnished,3,8,31,5,6,4,0,Gated Community,"Clubhouse, Library, Swimming Pool, Gym, Playground, Garden",West,Builder,Under Construction
181,Karnataka,Bangalore,Whitefield,Penthouse,1,609,40.49,6649.23,2013,Unfurnished,29,48,11,7,1,5,0,Gated Community,Clubhouse,South-East,Builder,Available
182,Maharashtra,Nagpur,Sitabuldi,House,3,1088,40.62,3733.75,2009,Semi Furnished,18,30,15,5,5,3,0,CCTV,"Swimming Pool, Gym, Library, Garden, Clubhouse, Playground",North-East,Builder,Available
183,Haryana,Gurgaon,Sector 49,House,2,879,64.03,7284.96,2022,Unfurnished,20,33,2,7,2,4,1,CCTV,Library,South-East,Builder,Sold
184,Telangana,Hyderabad,Jubilee Hills,House,2,840,39.09,4653.69,2017,Semi Furnished,20,22,7,5,0,7,2,Gated Community,"Garden, Playground, Gym, Swimming Pool",North-East,Individual,Available
185,Maharashtra,Mumbai,Andheri,Apartment,1,300,45.52,15173.96,2013,Semi Furnished,14,25,11,1,0,6,2,None,"Playground, Garden, Clubhouse, Gym",North,Builder,Under Construction
186,Uttar Pradesh,Noida,Sector 18,House,3,1354,88.54,6538.84,1991,Semi Furnished,17,25,33,5,4,2,1,Gated Community,"Swimming Pool, Library, Garden, Gym",South-West,Agent,Under Construction
187,Haryana,Gurgaon,Sohna Road,Apartment,3,1197,53.97,4508.52,2012,Semi Furnished,20,31,12,8,4,7,0,CCTV,None,North-West,Individual,Under Construction
188,Madhya Pradesh,Indore,Scheme 54,Studio,2,1026,35.56,3466.19,2022,Fully Furnished,26,34,2,1,7,2,2,CCTV,Library,East,Builder,Sold
189,Uttar Pradesh,Noida,Sector 137,Apartment,2,892,47.06,5275.89,2003,Semi Furnished,5,23,21,2,7,3,2,Security Guard,"Gym, Playground, Garden, Library, Clubhouse, Swimming Pool",North,Individual,Under Construction
190,Maharashtra,Mumbai,Dadar,Apartment,3,1085,188.43,17366.48,2004,Semi Furnished,27,41,20,8,6,1,1,None,Playground,North-East,Builder,Available
191,West Bengal,Kolkata,Alipore,Villa,3,1169,68.02,5818.78,2021,Fully Furnished,16,25,3,6,7,6,3,Gated Community,"Library, Playground, Clubhouse, Garden, Gym, Swimming Pool",South-East,Builder,Available
192,Madhya Pradesh,Indore,Scheme 54,Apartment,2,765,30.97,4047.82,2012,Unfurnished,3,15,12,0,7,4,0,CCTV,"Swimming Pool, Gym, Clubhouse, Garden, Playground",North,Individual,Available
193,Tamil Nadu,Chennai,Porur,Apartment,1,516,26.12,5061.32,1993,Semi Furnished,24,34,31,3,0,9,1,CCTV,"Clubhouse, Garden, Playground",South-East,Agent,Available
194,Maharashtra,Nagpur,Sadar,Apartment,2,911,30.21,3316.14,2009,Semi Furnished,9,12,15,3,7,4,1,Gated Community,"Gym, Library, Playground, Swimming Pool, Clubhouse, Garden",West,Agent,Under Construction
195,Haryana,Gurgaon,DLF Phase,House,3,1099,73.11,6652.06,2020,Unfurnished,9,14,4,9,1,6,0,None,Library,North-East,Individual,Under Construction
196,Kerala,Kochi,Marine Drive,Apartment,5,2142,139.71,6522.21,1996,Unfurnished,13,25,28,4,5,8,3,Gated Community,"Clubhouse, Garden, Swimming Pool, Gym, Playground",South,Individual,Available
197,Kerala,Kochi,Marine Drive,Apartment,1,460,16.88,3670.53,1990,Semi Furnished,25,43,34,6,1,5,1,Gated Community,Library,South,Individual,Available
198,Madhya Pradesh,Bhopal,Arera Colony,Apartment,2,900,25.14,2793.41,1994,Semi Furnished,5,5,30,4,4,3,1,None,"Swimming Pool, Library, Garden, Playground, Gym",South-West,Builder,Sold
199,Maharashtra,Pune,Hinjewadi,Apartment,1,477,21.61,4530.27,2003,Semi Furnished,15,24,21,9,1,9,1,Gated Community,"Garden, Clubhouse, Gym, Library, Playground",,Individual,Sold
200,Maharashtra,Mumbai,Bandra,Apartment,2,924,172.43,18661.0,2019,Fully Furnished,13,15,5,5,1,3,2,CCTV,"Garden, Clubhouse, Playground",North-East,Individual,Available
201,Kerala,Kochi,Edapally,House,2,660,27.93,4231.09,2012,Unfurnished,11,23,12,8,1,9,2,CCTV,"Playground, Clubhouse",North-East,Agent,Available
202,Gujarat,Ahmedabad,Motera,Apartment,4,1628,70.55,4333.62,1996,Fully Furnished,7,25,28,1,1,2,3,None,"Swimming Pool, Clubhouse",East,Builder,Sold
203,Karnataka,Mysore,Kuvempunagar,Apartment,1,551,23.66,4293.69,2005,Fully Furnished,10,22,19,5,2,8,2,Security Guard,"Library, Playground, Clubhouse, Garden, Gym",East,Builder,Available
204,Karnataka,Mysore,Kuvempunagar,Apartment,3,1367,74.03,5415.61,1998,Semi Furnished,23,23,26,5,4,6,3,Gated Community,Garden,North-East,Agent,Sold
205,Telangana,Hyderabad,Banjara Hills,Apartment,2,967,50.38,5210.42,2023,Fully Furnished,28,32,1,0,0,9,0,Security Guard,"Garden, Gym, Clubhouse",West,Builder,Sold
206,Telangana,Hyderabad,Gachibowli,Apartment,3,1067,87.27,8178.92,2020,Unfurnished,29,42,4,5,7,5,0,Gated Community,"Clubhouse, Library, Gym, Garden, Swimming Pool",North-East,Individual,Available
207,Maharashtra,Nagpur,Manish Nagar,House,3,1511,58.27,3856.59,1996,Semi Furnished,13,21,28,6,0,4,3,CCTV,"Gym, Playground, Swimming Pool, Garden",South-East,Individual,Available
208,Kerala,Kochi,Marine Drive,Apartment,1,664,41.06,6184.42,1991,Fully Furnished,21,24,33,6,2,2,0,None,Library,East,Builder,Available
209,Kerala,Kochi,Aluva,Apartment,4,1470,92.89,6319.03,1995,Semi Furnished,23,24,29,2,4,1,0,Gated Community,"Playground, Gym, Library, Garden, Swimming Pool",East,Agent,Sold
210,Maharashtra,Nagpur,Sadar,Villa,1,355,10.0,2695.49,2023,Semi Furnished,0,13,1,7,6,4,3,Gated Community,"Playground, Clubhouse, Library, Swimming Pool, Gym",South-East,Individual,Available
211,Maharashtra,Mumbai,Dadar,Apartment,3,1302,176.16,13529.99,2006,Fully Furnished,18,20,18,6,5,8,0,Gated Community,"Clubhouse, Playground, Gym",South-East,Builder,Available
212,West Bengal,Kolkata,Alipore,House,4,1491,83.19,5579.23,2015,Unfurnished,15,18,9,3,2,9,0,CCTV,"Clubhouse, Library, Playground, Swimming Pool",North-East,Builder,Sold
213,Madhya Pradesh,Bhopal,MP Nagar,Apartment,1,487,17.24,3539.13,2001,Fully Furnished,13,25,23,3,4,1,0,CCTV,None,North-East,Individual,Available
214,Uttar Pradesh,Noida,Sector 62,Apartment,3,1231,79.59,6465.61,2009,Semi Furnished,4,10,15,9,2,2,1,Gated Community,"Garden, Clubhouse, Gym, Swimming Pool",North-East,Builder,Available
215,Karnataka,Bangalore,Koramangala,House,4,1793,188.19,10495.88,2018,Semi Furnished,6,20,6,6,6,3,2,Gated Community,"Playground, Gym, Garden, Library, Clubhouse, Swimming Pool",,Agent,Available
216,Delhi,Delhi,Vasant Kunj,Apartment,5,2064,185.47,8986.08,2020,Semi Furnished,8,27,4,1,1,8,2,None,Library,South-West,Builder,Sold
217,Uttar Pradesh,Noida,Sector 78,Studio,3,895,37.59,4200.27,2002,,19,22,22,4,2,9,2,CCTV,"Gym, Garden",North-West,Individual,Sold
218,Maharashtra,Nagpur,Sitabuldi,Villa,2,929,39.12,4211.43,2015,Fully Furnished,23,38,9,5,2,3,0,Gated Community,"Clubhouse, Library, Garden",North-West,Individual,Sold
219,Kerala,Kochi,Kakkanad,Villa,3,1384,88.02,6359.57,2011,Fully Furnished,16,27,13,3,7,4,2,CCTV,"Clubhouse, Playground, Garden, Gym, Library, Swimming Pool",South,Individual,Available
220,Maharashtra,Nagpur,Sitabuldi,House,3,1190,47.02,3951.33,1997,Unfurnished,3,19,27,0,3,8,3,CCTV,"Library, Swimming Pool, Playground, Garden, Clubhouse, Gym",South-West,Agent,Under Construction
221,Madhya Pradesh,Indore,AB Road,House,3,1222,42.78,3501.04,1996,Unfurnished,4,20,28,0,6,3,2,Security Guard,"Clubhouse, Playground, Swimming Pool",South-East,Builder,Available
222,Uttar Pradesh,Lucknow,Gomti Nagar,Villa,4,1622,59.9,3693.17,1994,Fully Furnished,2,7,30,2,6,6,3,Gated Community,"Gym, Playground, Library, Clubhouse, Swimming Pool",South-West,Builder,Under Construction
223,Madhya Pradesh,Indore,Rau,House,1,312,10.0,2889.52,1990,Fully Furnished,16,34,34,8,4,1,3,Gated Community,"Clubhouse, Playground, Swimming Pool, Gym, Garden",South-East,Builder,Under Construction
224,Maharashtra,Pune,Wakad,Apartment,1,770,49.41,6416.69,2000,Unfurnished,28,39,24,1,1,7,0,Security Guard,"Clubhouse, Playground, Swimming Pool, Garden",North-East,Agent,Under Construction
225,Maharashtra,Nagpur,Hingna,Apartment,3,1082,49.02,4530.89,2021,Unfurnished,25,40,3,4,2,5,2,CCTV,"Library, Garden, Clubhouse, Playground, Gym",East,Builder,Sold
226,Kerala,Kochi,Edapally,Apartment,5,2139,175.76,8216.98,1996,Semi Furnished,5,7,28,6,1,4,1,Gated Community,"Playground, Clubhouse, Gym, Garden, Swimming Pool",East,Individual,Available
227,Telangana,Hyderabad,Gachibowli,Apartment,2,938,56.36,6008.44,2018,Semi Furnished,15,26,6,1,7,8,1,CCTV,"Gym, Garden, Library, Playground, Swimming Pool",North-West,Builder,Under Construction
228,Karnataka,Bangalore,HSR Layout,House,5,1931,185.73,9618.42,2019,Fully Furnished,,48,5,0,5,8,3,CCTV,"Playground, Garden",North-West,Agent,Sold
229,Maharashtra,Mumbai,Powai,Apartment,4,1459,175.15,12004.47,2010,Semi Furnished,5,6,14,6,4,7,3,None,Library,North-East,Builder,Available
230,Karnataka,Bangalore,Koramangala,Apartment,4,1584,138.07,8716.84,2009,Unfurnished,18,18,15,4,6,1,1,Gated Community,"Library, Swimming Pool, Playground, Garden, Clubhouse",North-West,Builder,Sold
231,Maharashtra,Mumbai,Dadar,House,4,1704,323.33,18974.74,2011,Semi Furnished,21,39,13,6,7,6,0,None,Swimming Pool,West,Individual,Under Construction
232,Uttar Pradesh,Lucknow,Mahanagar,Apartment,4,1646,56.15,3411.06,2018,,9,13,6,0,6,3,0,Gated Community,None,South-West,Agent,Available
233,Kerala,Kochi,Aluva,Apartment,3,1472,108.69,7383.8,1993,Unfurnished,29,34,31,5,0,8,3,None,"Garden, Clubhouse, Playground, Gym, Library",North-West,Individual,Under Construction
234,Uttar Pradesh,Noida,Sector 78,Villa,3,1111,55.93,5034.4,1992,Semi Furnished,9,23,32,5,3,3,3,CCTV,"Swimming Pool, Gym",North,Agent,Sold
235,Haryana,Gurgaon,Sector 56,Villa,1,315,27.6,8761.32,1998,Fully Furnished,23,42,26,6,7,8,1,CCTV,"Playground, Swimming Pool, Library",South-West,Builder,Under Construction
236,Maharashtra,Nagpur,Sadar,House,2,932,36.54,3920.9,1994,Unfurnished,10,25,30,7,3,5,3,Security Guard,None,South-East,Individual,Available
237,Madhya Pradesh,Bhopal,Kolar Road,Apartment,2,549,14.81,2696.81,1992,Unfurnished,16,17,32,8,4,5,2,Gated Community,"Gym, Playground",South-East,Builder,Available
238,Maharashtra,Mumbai,Dadar,Apartment,1,315,42.7,13556.17,2014,Semi Furnished,20,28,10,9,3,8,3,Security Guard,"Library, Playground, Swimming Pool, Gym, Garden",South,Individual,Sold
239,Kerala,Kochi,Aluva,House,1,380,19.63,5166.2,2021,Unfurnished,18,25,3,4,0,3,0,None,"Swimming Pool, Playground, Library",East,Builder,Under Construction
240,Gujarat,Ahmedabad,Thaltej,Apartment,4,1597,83.36,5219.62,2022,Semi Furnished,6,9,2,3,1,4,1,Gated Community,"Swimming Pool, Gym, Library, Playground",,Builder,Under Construction
241,Uttar Pradesh,Lucknow,Mahanagar,Villa,3,1123,30.36,2703.73,2007,Semi Furnished,0,4,17,4,6,1,2,CCTV,"Playground, Gym, Garden",South-East,Builder,Available
242,Delhi,Delhi,Rohini,Studio,2,526,47.53,9036.86,2018,Semi Furnished,23,31,6,9,2,9,3,CCTV,"Garden, Playground",North-West,Builder,Sold
243,Delhi,Delhi,Saket,Apartment,3,1412,151.45,10725.94,1991,Unfurnished,21,31,33,4,7,3,1,Security Guard,Gym,North,Builder,Under Construction
244,Rajasthan,Jaipur,Jagatpura,Apartment,3,1404,69.61,4958.23,2000,Fully Furnished,21,27,24,8,6,8,3,Security Guard,"Garden, Playground, Clubhouse, Gym, Library",North-West,Agent,Under Construction
245,Uttar Pradesh,Noida,Greater Noida West,Apartment,2,550,34.37,6249.89,2020,Semi Furnished,26,27,4,6,7,1,1,CCTV,"Garden, Gym, Playground, Swimming Pool",West,Builder,Available
246,Maharashtra,Pune,Kothrud,Villa,4,1701,103.79,6101.5,1993,Fully Furnished,,8,31,,4,1,2,Security Guard,None,North,Individual,Under Construction
247,Maharashtra,Mumbai,Bandra,Apartment,2,779,131.25,16848.65,2018,Fully Furnished,2,13,6,1,5,6,3,Security Guard,None,South-East,Agent,Available
248,Punjab,Chandigarh,Sector 17,Apartment,3,1283,52.01,4054.08,1992,Semi Furnished,5,21,32,0,5,6,0,CCTV,Playground,South-East,Agent,Available
249,Maharashtra,Mumbai,Andheri,House,2,842,122.14,14505.53,1991,Unfurnished,24,29,33,1,4,7,2,CCTV,"Clubhouse, Garden, Library, Playground, Swimming Pool, Gym",North-West,Builder,Sold
250,Karnataka,Mysore,Vijayanagar,Apartment,3,981,35.11,3579.23,2003,Unfurnished,9,9,21,1,3,1,3,CCTV,"Library, Swimming Pool, Playground, Garden",South-East,Builder,Sold
251,Kerala,Kochi,Edapally,Apartment,3,1320,91.37,6921.86,1993,Fully Furnished,27,35,31,4,2,3,2,CCTV,"Garden, Swimming Pool, Playground, Library, Clubhouse",North-East,Builder,Available
252,Karnataka,Bangalore,Koramangala,House,2,717,54.74,7634.5,2019,Fully Furnished,16,25,5,,6,4,3,None,None,South-West,Builder,Under Construction
253,Maharashtra,Nagpur,Sadar,Apartment,5,1610,47.96,2978.81,2008,Unfurnished,7,12,16,6,3,9,3,Security Guard,"Clubhouse, Library, Swimming Pool",East,Agent,Available
254,Madhya Pradesh,Bhopal,MP Nagar,House,1,429,11.98,2792.18,2008,Fully Furnished,3,3,16,4,3,8,3,Gated Community,"Gym, Library, Clubhouse, Garden",South-West,Individual,Under Construction
255,Madhya Pradesh,Bhopal,MP Nagar,Villa,3,965,24.46,2534.4,2020,Semi Furnished,19,34,4,9,7,4,2,Gated Community,Playground,North-West,Builder,Under Construction
256,Gujarat,Ahmedabad,Bopal,Apartment,4,1771,81.71,4613.84,2004,Semi Furnished,26,35,20,3,1,7,2,Gated Community,"Clubhouse, Gym, Swimming Pool, Garden, Playground, Library",North,Individual,Sold
257,Uttar Pradesh,Lucknow,Mahanagar,Studio,4,1556,58.22,3741.82,2018,Unfurnished,7,20,6,5,1,9,0,None,None,North,Individual,Available
258,Delhi,Delhi,Dwarka,Apartment,2,811,77.02,9497.36,1992,Semi Furnished,23,36,32,3,6,8,1,Security Guard,"Gym, Library, Garden, Clubhouse, Playground, Swimming Pool",West,Individual,Under Construction
259,Maharashtra,Nagpur,Dharampeth,Penthouse,2,877,38.73,4416.55,2008,Fully Furnished,8,21,16,9,3,5,0,CCTV,Playground,North-West,Individual,Available
260,Telangana,Hyderabad,Banjara Hills,Apartment,3,1215,58.02,4775.51,2011,Fully Furnished,23,35,13,6,0,9,0,Gated Community,"Clubhouse, Playground, Library",East,Agent,Available
261,Karnataka,Mysore,Hebbal,Apartment,1,311,11.5,3698.27,2009,Fully Furnished,16,17,15,2,7,5,1,CCTV,"Library, Gym, Garden, Swimming Pool, Clubhouse",South,Agent,Available
262,Madhya Pradesh,Bhopal,Hoshangabad Road,Apartment,3,1369,43.53,3179.36,1996,Semi Furnished,25,44,28,7,4,3,2,CCTV,"Gym, Garden",North,Agent,Available
263,Uttar Pradesh,Lucknow,Hazratganj,Apartment,3,1183,34.08,2881.07,1993,Semi Furnished,27,28,31,7,7,6,0,Gated Community,"Clubhouse, Swimming Pool, Library, Garden, Playground, Gym",North,Individual,Under Construction
264,Maharashtra,Nagpur,Manish Nagar,House,3,1031,39.78,3858.84,1990,Unfurnished,1,18,34,2,7,3,3,Gated Community,"Swimming Pool, Garden",North,Agent,Sold
265,Maharashtra,Mumbai,Bandra,Villa,2,853,147.9,17338.56,1996,Semi Furnished,7,11,28,6,5,2,0,Security Guard,"Gym, Clubhouse, Library, Playground, Swimming Pool",North-West,Individual,Available
