State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status,Infra_Score,Floor_Ratio,Amenity_Score,BHK_Category,Is_Ready,School_Density,Hospital_Density,Security_Score,Luxury_Score,Growth_Rate,Future_Price_5Y,ROI,Good_Investment
Telangana,Hyderabad,Banjara Hills,Villa,3,1150,89.39,7773.04347826087,2022,Fully Furnished,13.0,14,2,6.0,3.0,9,1,Gated Community,"Clubhouse, Swimming Pool, Playground, Garden, Gym",South-West,Individual,Available,18.0,0.9285714285714286,5,3BHK,1,0.6666665925926009,0.4285713673469475,3,9,0.08,131.34323678515204,46.932807680000046,1
Haryana,Gurgaon,Sohna Road,Villa,2,621,49.58,7983.896940418679,1995,Unfurnished,19.0,31,29,5.0,3.0,3,0,Gated Community,"Swimming Pool, Gym, Clubhouse, Playground",East,Individual,Under Construction,11.0,0.6129032258064516,4,2BHK,0,0.5555554938271674,0.4285713673469475,3,7,0.1,79.84908580000003,61.05100000000006,0
Telangana,Hyderabad,Madhapur,Studio,2,597,37.94,6355.108877721943,2008,Fully Furnished,8.0,8,16,7.0,0.0,9,1,Gated Community,Clubhouse,South-West,Builder,Available,16.0,1.0,1,2BHK,1,0.7777776913580343,0.0,3,5,0.08,55.74630723379202,46.93280768000005,1
Uttar Pradesh,Noida,Sector 137,Studio,3,1008,39.87,3955.357142857142,2019,Semi Furnished,14.0,24,5,1.0,3.0,5,1,CCTV,"Gym, Clubhouse, Library, Playground, Swimming Pool",North,Agent,Under Construction,9.0,0.5833333333333334,5,3BHK,0,0.11111109876543349,0.4285713673469475,2,8,0.08,58.582110422016015,46.932807680000046,0
Gujarat,Ahmedabad,Thaltej,Penthouse,5,1956,120.67,6169.22290388548,2011,Unfurnished,16.0,31,13,0.0,2.0,1,3,Gated Community,"Playground, Swimming Pool, Garden, Gym, Library, Clubhouse",South-East,Agent,Under Construction,3.0,0.5161290322580645,6,4+BHK,0,0.0,0.285714244897965,3,12,0.08,177.30381902745606,46.932807680000046,0
Maharashtra,Pune,Hinjewadi,Villa,3,1078,70.83,6570.500927643785,1992,Semi Furnished,19.0,35,32,8.0,4.0,4,1,CCTV,"Garden, Library, Playground, Gym, Swimming Pool",South-East,Individual,Under Construction,16.0,0.5428571428571428,5,3BHK,0,0.8888887901234679,0.57142848979593,2,8,0.08,104.07250767974404,46.93280768000005,1
Kerala,Kochi,Marine Drive,House,2,999,51.59,5164.1641641641645,2019,Unfurnished,1.0,5,5,9.0,1.0,3,3,CCTV,"Gym, Clubhouse, Playground, Garden, Library, Swimming Pool",South,Builder,Available,13.0,0.2,6,2BHK,1,0.9999998888889013,0.1428571224489825,2,11,0.07,72.35764378681303,40.25517307000005,0
Karnataka,Mysore,Kuvempunagar,Apartment,3,1024,48.43,4729.4921875,1992,Semi Furnished,6.0,12,32,6.0,6.0,6,0,Gated Community,Clubhouse,East,Builder,Available,18.0,0.5,1,3BHK,1,0.6666665925926009,0.857142734693895,3,4,0.07,67.92558031780102,40.25517307000005,1
Maharashtra,Nagpur,Sadar,Apartment,2,844,29.54,3500.0,2017,Semi Furnished,18.0,29,7,0.0,2.0,1,0,Security Guard,Gym,South,Individual,Under Construction,3.0,0.6206896551724138,1,2BHK,0,0.0,0.285714244897965,1,2,0.07,41.43137812487801,40.25517307000003,0
Gujarat,Ahmedabad,Satellite,Apartment,3,1022,50.28,4919.765166340509,1990,Semi Furnished,21.0,36,34,1.0,5.0,9,2,Security Guard,"Garden, Gym, Playground",East,Individual,Available,15.0,0.5833333333333334,3,3BHK,1,0.11111109876543349,0.7142856122449125,1,6,0.08,73.87781570150403,46.93280768000007,1
Uttar Pradesh,Noida,Sector 18,Apartment,2,599,25.62,4277.128547579299,2011,Unfurnished,11.0,26,13,8.0,2.0,9,1,Gated Community,"Library, Garden, Clubhouse",South-East,Agent,Available,19.0,0.4230769230769231,3,2BHK,1,0.8888887901234679,0.285714244897965,3,7,0.08,37.644185327616015,46.932807680000046,1
Maharashtra,Nagpur,Sitabuldi,Apartment,4,1655,66.24,4002.4169184290026,2006,Semi Furnished,13.0,21,18,4.0,7.0,4,3,Gated Community,"Playground, Swimming Pool, Garden, Library, Gym, Clubhouse",North,Individual,Available,15.0,0.6190476190476191,6,4+BHK,1,0.44444439506173394,0.9999998571428775,3,12,0.07,92.90502664156801,40.25517307000003,1
Maharashtra,Nagpur,Manish Nagar,House,3,1318,51.92,3939.301972685888,2019,Semi Furnished,4.0,15,5,4.0,5.0,8,2,Gated Community,"Clubhouse, Gym, Playground",North,Builder,Available,17.0,0.26666666666666666,3,3BHK,1,0.44444439506173394,0.7142856122449125,3,8,0.07,72.82048585794402,40.25517307000004,1
Karnataka,Mysore,Saraswathipuram,Apartment,4,1766,89.82,5086.070215175538,1997,Unfurnished,25.0,29,27,0.0,7.0,7,3,CCTV,Clubhouse,South-West,Agent,Available,14.0,0.8620689655172413,1,4+BHK,1,0.0,0.9999998571428775,2,6,0.07,125.97719645147403,40.25517307000005,1
Punjab,Chandigarh,Sector 17,Apartment,2,773,44.64,5774.90297542044,2016,Semi Furnished,24.0,32,8,9.0,4.0,1,2,Security Guard,Clubhouse,West,Builder,Under Construction,14.0,0.75,1,2BHK,0,0.9999998888889013,0.57142848979593,1,4,0.07,62.60990925844802,40.25517307000005,0
Uttar Pradesh,Lucknow,Hazratganj,House,1,441,15.94,3614.5124716553287,2014,Fully Furnished,9.0,10,10,4.0,0.0,6,2,CCTV,"Swimming Pool, Playground, Clubhouse",South-West,Agent,Under Construction,10.0,0.9,3,Studio/1BHK,0,0.44444439506173394,0.0,2,7,0.07,22.356674587358004,40.255173070000026,0
Maharashtra,Nagpur,Dharampeth,House,4,1542,74.92,4858.625162127108,2002,Fully Furnished,19.0,19,22,6.0,0.0,5,3,CCTV,"Gym, Library",West,Individual,Available,11.0,1.0,2,4+BHK,1,0.6666665925926009,0.0,2,7,0.07,105.07917566404403,40.25517307000004,1
Karnataka,Mysore,Nazarbad,Villa,3,1063,37.7,3546.5663217309507,1996,Unfurnished,11.0,29,28,2.0,2.0,5,1,Security Guard,"Library, Gym, Playground, Swimming Pool, Garden",North,Individual,Available,9.0,0.3793103448275862,5,3BHK,1,0.22222219753086697,0.285714244897965,1,7,0.07,52.87620024739002,40.25517307000003,1
Uttar Pradesh,Lucknow,Mahanagar,Apartment,1,475,20.51,4317.894736842106,2011,Semi Furnished,15.0,23,13,3.0,7.0,6,0,Gated Community,Playground,East,Individual,Available,16.0,0.6521739130434783,1,Studio/1BHK,1,0.33333329629630043,0.9999998571428775,3,4,0.07,28.76633599665701,40.25517307000003,1
Haryana,Gurgaon,Golf Course Road,Apartment,3,1040,117.69,11316.346153846154,2022,Unfurnished,23.0,39,2,1.0,4.0,6,0,CCTV,Clubhouse,South-East,Builder,Available,11.0,0.5897435897435898,1,3BHK,1,0.11111109876543349,0.57142848979593,2,3,0.1,189.54092190000006,61.05100000000006,1
Telangana,Hyderabad,Jubilee Hills,Apartment,1,416,21.57,5185.096153846154,2020,Semi Furnished,21.0,27,4,0.0,3.0,2,3,CCTV,"Library, Garden",North-West,Agent,Under Construction,5.0,0.7777777777777778,2,Studio/1BHK,0,0.0,0.4285713673469475,2,7,0.08,31.693406616576013,46.93280768000006,0
Punjab,Chandigarh,Sector 22,Apartment,3,959,59.03,6155.370177267988,2022,Semi Furnished,0.0,15,2,9.0,0.0,1,2,CCTV,Gym,South-West,Agent,Available,10.0,0.0,1,3BHK,1,0.9999998888889013,0.0,2,5,0.07,82.79262866322102,40.25517307000004,0
Punjab,Chandigarh,Mohali,Apartment,2,833,38.67,4642.256902761104,2011,Semi Furnished,22.0,23,13,7.0,0.0,4,1,CCTV,"Swimming Pool, Garden, Library, Clubhouse, Playground, Gym",North,Individual,Available,11.0,0.9565217391304348,6,2BHK,1,0.7777776913580343,0.0,2,9,0.07,54.236675426169015,40.25517307000003,0
Tamil Nadu,Chennai,Anna Nagar,Penthouse,4,1896,139.99,7383.438818565401,2016,Unfurnished,17.0,31,8,6.0,4.0,4,0,CCTV,"Library, Swimming Pool, Garden, Clubhouse, Playground, Gym",North,Builder,Available,14.0,0.5483870967741935,6,4+BHK,1,0.6666665925926009,0.57142848979593,2,8,0.08,205.69123747123209,46.932807680000046,1
Rajasthan,Jaipur,Malviya Nagar,Apartment,2,716,23.69,3308.6592178770948,2016,Semi Furnished,8.0,27,8,7.0,3.0,9,1,Security Guard,"Playground, Garden, Gym, Clubhouse, Swimming Pool",West,Builder,Available,19.0,0.2962962962962963,5,2BHK,1,0.7777776913580343,0.4285713673469475,1,7,0.07,33.22645050028301,40.255173070000026,1
Haryana,Gurgaon,Sector 49,Apartment,4,1563,171.52,10973.768394113884,2010,Fully Furnished,11.0,29,14,4.0,1.0,1,0,CCTV,"Playground, Swimming Pool, Garden, Library, Clubhouse, Gym",South-West,Agent,Available,6.0,0.3793103448275862,6,4+BHK,1,0.44444439506173394,0.1428571224489825,2,8,0.1,276.2346752000001,61.051000000000045,1
Madhya Pradesh,Bhopal,MP Nagar,Apartment,2,930,28.73,3089.2473118279568,1999,Unfurnished,3.0,8,25,4.0,7.0,1,1,CCTV,"Gym, Clubhouse, Playground, Garden, Library, Swimming Pool",South,Individual,Available,12.0,0.375,6,2BHK,1,0.44444439506173394,0.9999998571428775,2,9,0.07,40.29531122301101,40.25517307000004,0
Karnataka,Bangalore,Whitefield,House,2,806,68.55,8504.962779156327,2017,Fully Furnished,9.0,11,7,0.0,1.0,8,2,CCTV,"Garden, Gym, Clubhouse, Library",North-East,Agent,Available,9.0,0.8181818181818182,4,2BHK,1,0.0,0.1428571224489825,2,8,0.1,110.40046050000004,61.05100000000006,0
Karnataka,Mysore,Saraswathipuram,Apartment,4,1783,121.35,6805.945036455412,2022,Semi Furnished,7.0,16,2,8.0,4.0,5,2,Security Guard,"Swimming Pool, Clubhouse, Playground, Garden",West,Builder,Sold,17.0,0.4375,4,4+BHK,0,0.8888887901234679,0.57142848979593,1,7,0.07,170.19965252044503,40.255173070000026,0
Haryana,Gurgaon,DLF Phase,Apartment,2,859,78.42,9129.220023282887,1997,Semi Furnished,3.0,14,27,2.0,1.0,9,1,Security Guard,Clubhouse,West,Builder,Under Construction,12.0,0.21428571428571427,1,2BHK,0,0.22222219753086697,0.1428571224489825,1,3,0.1,126.29619420000004,61.05100000000006,0
Rajasthan,Jaipur,Vaishali Nagar,Apartment,3,1331,37.62,2826.446280991735,2022,Semi Furnished,22.0,30,2,0.0,0.0,6,3,CCTV,Swimming Pool,South,Builder,Available,6.0,0.7333333333333333,1,3BHK,1,0.0,0.0,2,6,0.07,52.76399610893401,40.25517307000003,1
Punjab,Chandigarh,Panchkula,Apartment,2,503,27.11,5389.662027833002,2008,Semi Furnished,26.0,39,16,3.0,2.0,3,2,Gated Community,"Garden, Gym, Library, Playground, Clubhouse, Swimming Pool",East,Builder,Available,8.0,0.6666666666666666,6,2BHK,1,0.33333329629630043,0.285714244897965,3,11,0.07,38.02317741927701,40.25517307000005,0
West Bengal,Kolkata,New Town,Apartment,3,1213,63.81,5260.511129431163,2019,Semi Furnished,25.0,27,5,3.0,3.0,1,0,CCTV,Playground,North-East,Builder,Under Construction,7.0,0.9259259259259259,1,3BHK,0,0.33333329629630043,0.4285713673469475,2,3,0.07,89.49682593596702,40.25517307000003,0
Karnataka,Bangalore,Koramangala,Apartment,2,633,27.13,4285.939968404424,2003,Semi Furnished,24.0,27,21,7.0,1.0,6,0,Security Guard,Clubhouse,East,Agent,Available,14.0,0.8888888888888888,1,2BHK,1,0.7777776913580343,0.1428571224489825,1,2,0.1,43.69313630000001,61.05100000000006,1
Rajasthan,Jaipur,Jagatpura,Apartment,2,740,25.51,3447.2972972972975,2003,Fully Furnished,28.0,29,21,9.0,1.0,3,1,CCTV,"Playground, Clubhouse, Gym, Garden, Swimming Pool",South-East,Builder,Under Construction,13.0,0.9655172413793104,5,2BHK,0,0.9999998888889013,0.1428571224489825,2,8,0.07,35.77909465015701,40.25517307000005,0
Haryana,Gurgaon,Sector 49,House,3,1264,137.82,10903.481012658227,1996,Semi Furnished,5.0,5,28,9.0,1.0,4,1,Gated Community,Clubhouse,North-East,Builder,Sold,14.0,1.0,1,3BHK,0,0.9999998888889013,0.1428571224489825,3,5,0.1,221.96048820000007,61.05100000000006,1
Maharashtra,Pune,Baner,Villa,2,765,58.98,7709.803921568628,2023,Unfurnished,11.0,28,1,4.0,1.0,3,2,CCTV,Garden,South,Individual,Under Construction,8.0,0.39285714285714285,1,2BHK,0,0.44444439506173394,0.1428571224489825,2,5,0.08,86.66096996966402,46.932807680000046,0
Tamil Nadu,Chennai,OMR,House,1,300,19.24,6413.333333333332,2021,Fully Furnished,15.0,29,3,9.0,2.0,7,1,Gated Community,Swimming Pool,East,Builder,Sold,18.0,0.5172413793103449,1,Studio/1BHK,0,0.9999998888889013,0.285714244897965,3,5,0.08,28.269872197632008,46.93280768000005,0
Rajasthan,Jaipur,Jagatpura,Apartment,3,1388,76.85,5536.743515850143,2022,Unfurnished,0.0,3,2,4.0,2.0,9,3,CCTV,"Library, Garden, Swimming Pool, Playground, Gym",North-West,Agent,Under Construction,15.0,0.0,5,3BHK,0,0.44444439506173394,0.285714244897965,2,10,0.07,107.78610050429502,40.25517307000004,0
Delhi,Delhi,Vasant Kunj,Apartment,3,1351,116.49,8622.501850481125,2003,Fully Furnished,14.0,17,21,0.0,5.0,5,2,Gated Community,Playground,East,Agent,Under Construction,10.0,0.8235294117647058,1,3BHK,0,0.0,0.7142856122449125,3,6,0.1,187.60830990000005,61.05100000000006,0
Gujarat,Ahmedabad,Prahlad Nagar,Apartment,1,300,10.35,3450.0,2014,Unfurnished,7.0,26,10,3.0,6.0,6,3,Security Guard,Clubhouse,North,Individual,Available,15.0,0.2692307692307692,1,Studio/1BHK,1,0.33333329629630043,0.857142734693895,1,5,0.08,15.207545594880004,46.932807680000046,1
Gujarat,Ahmedabad,Satellite,Apartment,3,1314,45.54,3465.753424657534,2017,Fully Furnished,12.0,16,7,7.0,4.0,5,3,Gated Community,"Swimming Pool, Clubhouse, Garden",West,Builder,Available,16.0,0.75,3,3BHK,1,0.7777776913580343,0.57142848979593,3,9,0.08,66.91320061747203,46.93280768000007,1
West Bengal,Kolkata,Alipore,Apartment,4,1625,92.56,5696.0,2019,Fully Furnished,17.0,25,5,7.0,6.0,3,0,CCTV,"Garden, Playground, Gym, Swimming Pool",North-West,Builder,Under Construction,16.0,0.68,4,4+BHK,0,0.7777776913580343,0.857142734693895,2,6,0.07,129.82018819359203,40.255173070000026,0
Haryana,Gurgaon,Sector 49,Apartment,1,435,32.49,7468.9655172413795,2020,Unfurnished,22.0,22,4,3.0,4.0,3,0,CCTV,Clubhouse,West,Builder,Sold,10.0,1.0,1,Studio/1BHK,0,0.33333329629630043,0.57142848979593,2,3,0.1,52.32546990000002,61.051000000000066,0
Maharashtra,Mumbai,Juhu,House,3,1223,137.96,11280.457890433361,1993,Unfurnished,14.0,27,31,3.0,0.0,5,3,CCTV,"Library, Gym, Swimming Pool",South-West,Builder,Available,8.0,0.5185185185185185,3,3BHK,1,0.33333329629630043,0.0,2,8,0.1,222.18595960000007,61.051000000000045,1
Rajasthan,Jaipur,Mansarovar,House,1,507,17.56,3463.5108481262323,2003,Unfurnished,24.0,30,21,5.0,1.0,7,3,Security Guard,"Playground, Library, Garden, Swimming Pool, Clubhouse",South,Individual,Available,13.0,0.8,5,Studio/1BHK,1,0.5555554938271674,0.1428571224489825,1,9,0.07,24.628808391092004,40.25517307000003,1
Telangana,Hyderabad,Gachibowli,Apartment,1,432,20.52,4750.0,1998,Semi Furnished,15.0,36,26,2.0,4.0,9,0,Security Guard,"Playground, Swimming Pool",North,Builder,Available,15.0,0.4166666666666667,2,Studio/1BHK,1,0.22222219753086697,0.57142848979593,1,3,0.08,30.15061213593601,46.93280768000006,1
Maharashtra,Nagpur,Sadar,Villa,2,832,27.5,3305.2884615384614,1995,Fully Furnished,17.0,35,29,2.0,0.0,5,2,CCTV,"Gym, Swimming Pool",South,Individual,Under Construction,7.0,0.4857142857142857,2,2BHK,0,0.22222219753086697,0.0,2,6,0.07,38.57017259425001,40.25517307000004,0
Delhi,Delhi,Rohini,Villa,2,1168,98.83,8461.472602739726,2015,Fully Furnished,10.0,17,9,2.0,1.0,9,0,CCTV,"Garden, Swimming Pool, Gym, Clubhouse",South,Individual,Available,12.0,0.5882352941176471,4,2BHK,1,0.22222219753086697,0.1428571224489825,2,6,0.1,159.16670330000005,61.05100000000006,0
Uttar Pradesh,Noida,Sector 18,Apartment,4,1138,69.28,6087.873462214411,2023,Unfurnished,25.0,37,1,0.0,6.0,5,3,CCTV,Clubhouse,South,Individual,Under Construction,11.0,0.6756756756756757,1,4+BHK,0,0.0,0.857142734693895,2,6,0.08,101.79504916070404,46.93280768000005,0
Telangana,Hyderabad,Jubilee Hills,Apartment,3,1091,80.21,7351.970669110907,1990,Unfurnished,17.0,21,34,2.0,2.0,6,0,Security Guard,"Library, Gym, Playground, Clubhouse, Garden, Swimming Pool",North-West,Builder,Available,10.0,0.8095238095238095,6,3BHK,1,0.22222219753086697,0.285714244897965,1,7,0.08,117.85480504012803,46.932807680000046,0
Karnataka,Mysore,Kuvempunagar,House,2,726,27.82,3831.9559228650137,2012,Semi Furnished,8.0,22,12,7.0,5.0,9,0,CCTV,"Library, Gym, Garden, Playground, Swimming Pool, Clubhouse",North-East,Builder,Available,21.0,0.36363636363636365,6,2BHK,1,0.7777776913580343,0.7142856122449125,2,8,0.07,39.01898914807401,40.25517307000005,1
Tamil Nadu,Chennai,Anna Nagar,Apartment,5,1788,140.87,7878.635346756152,2009,Semi Furnished,14.0,23,15,3.0,2.0,3,3,Gated Community,"Gym, Clubhouse, Playground, Swimming Pool, Garden, Library",North-East,Builder,Under Construction,8.0,0.6086956521739131,6,4+BHK,0,0.33333329629630043,0.285714244897965,3,12,0.08,206.98424617881608,46.932807680000046,0
Gujarat,Ahmedabad,Satellite,Apartment,2,773,28.68,3710.2199223803364,2015,Fully Furnished,18.0,31,9,5.0,6.0,4,3,Security Guard,"Library, Swimming Pool, Playground",North-West,Individual,Available,15.0,0.5806451612903226,3,2BHK,1,0.5555554938271674,0.857142734693895,1,7,0.08,42.14032924262401,46.932807680000046,1
Punjab,Chandigarh,Sector 17,Apartment,3,1318,70.0,5311.0773899848255,2000,Semi Furnished,27.0,30,24,9.0,7.0,8,1,Security Guard,"Library, Gym",East,Builder,Available,24.0,0.9,2,3BHK,1,0.9999998888889013,0.9999998571428775,1,4,0.07,98.17862114900002,40.25517307000003,1
Telangana,Hyderabad,Kukatpally,Studio,3,1017,48.06,4725.66371681416,2009,Fully Furnished,17.0,23,15,7.0,4.0,7,2,CCTV,"Clubhouse, Swimming Pool",East,Builder,Sold,18.0,0.7391304347826086,2,3BHK,0,0.7777776913580343,0.57142848979593,2,6,0.08,70.61590737100803,46.93280768000007,1
Madhya Pradesh,Bhopal,Kolar Road,Villa,2,779,19.96,2562.2593068035944,1990,Fully Furnished,16.0,21,34,5.0,4.0,7,1,CCTV,"Swimming Pool, Gym, Garden, Library, Playground, Clubhouse",South-West,Builder,Available,16.0,0.7619047619047619,6,2BHK,1,0.5555554938271674,0.57142848979593,2,9,0.07,27.99493254477201,40.25517307000004,1
Madhya Pradesh,Bhopal,MP Nagar,Penthouse,1,374,10.0,2673.7967914438505,2002,Semi Furnished,20.0,22,22,7.0,6.0,1,1,Gated Community,"Swimming Pool, Garden, Gym, Playground, Library",South-East,Builder,Under Construction,14.0,0.9090909090909091,5,Studio/1BHK,0,0.7777776913580343,0.857142734693895,3,9,0.07,14.025517307000005,40.25517307000005,0
Gujarat,Ahmedabad,Motera,Apartment,1,310,13.79,4448.387096774193,2002,Fully Furnished,0.0,1,22,2.0,2.0,2,0,Security Guard,"Library, Clubhouse, Swimming Pool, Playground",South-West,Agent,Available,6.0,0.0,4,Studio/1BHK,1,0.22222219753086697,0.285714244897965,1,5,0.08,20.262034179072007,46.93280768000006,1
Haryana,Gurgaon,Sohna Road,Villa,2,805,58.42,7257.142857142857,2003,Semi Furnished,22.0,35,21,3.0,2.0,3,1,Gated Community,Clubhouse,North,Individual,Under Construction,8.0,0.6285714285714286,1,2BHK,0,0.33333329629630043,0.285714244897965,3,5,0.1,94.08599420000003,61.051000000000045,0
Maharashtra,Pune,Viman Nagar,House,1,336,20.79,6187.5,2001,Semi Furnished,18.0,30,23,0.0,7.0,1,2,Security Guard,"Swimming Pool, Library",North-West,Builder,Under Construction,8.0,0.6,2,Studio/1BHK,0,0.0,0.9999998571428775,1,5,0.08,30.54733071667201,46.93280768000006,0
Maharashtra,Nagpur,Manish Nagar,Apartment,3,1345,51.88,3857.2490706319704,2023,Semi Furnished,16.0,31,1,3.0,6.0,9,1,CCTV,"Swimming Pool, Gym, Garden, Clubhouse, Playground",South,Agent,Under Construction,18.0,0.5161290322580645,5,3BHK,0,0.33333329629630043,0.857142734693895,2,8,0.07,72.76438378871602,40.255173070000026,1
Madhya Pradesh,Bhopal,Misrod,Apartment,5,2079,76.18,3664.261664261665,2016,Semi Furnished,19.0,31,8,5.0,3.0,9,1,Gated Community,"Swimming Pool, Gym",East,Individual,Available,17.0,0.6129032258064516,2,4+BHK,1,0.5555554938271674,0.4285713673469475,3,6,0.07,106.84639084472605,40.25517307000005,1
Karnataka,Mysore,Vijayanagar,Villa,1,372,16.5,4435.4838709677415,2001,Fully Furnished,28.0,44,23,1.0,6.0,5,2,CCTV,"Clubhouse, Gym",South-East,Agent,Available,12.0,0.6363636363636364,2,Studio/1BHK,1,0.11111109876543349,0.857142734693895,2,6,0.07,23.142103556550005,40.255173070000026,0
Madhya Pradesh,Bhopal,Misrod,Villa,2,809,33.8,4177.997527812113,1990,Semi Furnished,4.0,15,34,0.0,1.0,4,2,CCTV,Clubhouse,West,Builder,Available,5.0,0.26666666666666666,1,2BHK,1,0.0,0.1428571224489825,2,5,0.07,47.40624849766001,40.25517307000004,0
Madhya Pradesh,Bhopal,Hoshangabad Road,House,1,341,10.0,2932.551319648094,2015,Fully Furnished,5.0,22,9,4.0,3.0,3,0,CCTV,"Swimming Pool, Garden, Gym, Playground, Library, Clubhouse",North,Builder,Available,10.0,0.22727272727272727,6,Studio/1BHK,1,0.44444439506173394,0.4285713673469475,2,8,0.07,14.025517307000005,40.25517307000005,0
Madhya Pradesh,Bhopal,Misrod,House,2,1000,35.1,3510.0,2010,Unfurnished,23.0,39,14,7.0,6.0,9,2,Security Guard,"Library, Playground, Swimming Pool, Garden, Clubhouse, Gym",South,Individual,Sold,22.0,0.5897435897435898,6,2BHK,0,0.7777776913580343,0.857142734693895,1,9,0.07,49.229565747570014,40.25517307000003,0
Maharashtra,Pune,Wakad,House,2,867,76.58,8832.756632064591,2021,Fully Furnished,9.0,12,3,7.0,2.0,2,2,Security Guard,Clubhouse,South-West,Agent,Available,11.0,0.75,1,2BHK,1,0.7777776913580343,0.285714244897965,1,4,0.08,112.52114412134404,46.932807680000046,0
Maharashtra,Pune,Baner,Villa,2,779,59.43,7629.011553273427,2014,Fully Furnished,26.0,39,10,8.0,4.0,8,0,CCTV,"Clubhouse, Gym, Library, Swimming Pool, Garden",South-East,Builder,Sold,20.0,0.6666666666666666,5,2BHK,0,0.8888887901234679,0.57142848979593,2,7,0.08,87.32216760422403,46.93280768000006,0
Karnataka,Mysore,Kuvempunagar,Apartment,4,1665,88.26,5300.9009009009005,2001,Semi Furnished,28.0,43,23,7.0,1.0,7,0,Gated Community,"Clubhouse, Swimming Pool, Garden, Library, Gym, Playground",West,Agent,Available,15.0,0.6511627906976745,6,4+BHK,1,0.7777776913580343,0.1428571224489825,3,9,0.07,123.78921575158203,40.25517307000003,1
Maharashtra,Mumbai,Dadar,Apartment,2,1083,109.48,10108.956602031394,2014,Semi Furnished,20.0,30,10,6.0,4.0,2,0,Gated Community,"Playground, Library, Gym, Swimming Pool, Garden, Clubhouse",South-West,Builder,Under Construction,12.0,0.6666666666666666,6,2BHK,0,0.6666665925926009,0.57142848979593,3,9,0.1,176.31863480000007,61.05100000000006,0
